,STUDY_ID,DAY,MONTH,YEAR,SAMPLE_DESC,PLOT,ID_SPECIES,LATITUDE,LONGITUDE,sum.allrawdata.ABUNDANCE,sum.allrawdata.BIOMASS,GENUS,SPECIES,GENUS_SPECIES
1381,10,NA,NA,1996,47.400000_-95.120000_36_Treefall_0_Tall,36,23,47.4,-95.12,1,0,Acer,saccharum,Acer saccharum
1382,10,NA,NA,1992,47.400000_-95.120000_45_Control_0_Small,45,23,47.4,-95.12,61,0,Acer,saccharum,Acer saccharum
1383,10,NA,NA,1992,47.400000_-95.120000_71_Control_0_Small,71,23,47.4,-95.12,81,0,Acer,saccharum,Acer saccharum
1384,10,NA,NA,1992,47.400000_-95.120000_40_Treefall_Base_Tall,40,23,47.4,-95.12,1,0,Acer,saccharum,Acer saccharum
1385,10,NA,NA,1992,47.400000_-95.120000_45_Treefall_0_Small,45,1959,47.4,-95.12,4,0,Prunus,virginiana,Prunus virginiana
1386,10,NA,NA,1992,47.400000_-95.120000_45_Treefall_Base_Small,45,24,47.4,-95.12,30,0,Acer,spicatum,Acer spicatum
1387,10,NA,NA,1996,47.400000_-95.120000_35_Treefall_Base_Medium,35,23,47.4,-95.12,1,0,Acer,saccharum,Acer saccharum
1388,10,NA,NA,1992,47.400000_-95.120000_45_Control_Base_Small,45,22,47.4,-95.12,19,0,Acer,rubrum,Acer rubrum
1389,10,NA,NA,1992,47.400000_-95.120000_45_Control_0_Small,45,1744,47.4,-95.12,1,0,Ostrya,virginiana,Ostrya virginiana
1390,10,NA,NA,1992,47.400000_-95.120000_45_Control_Base_Small,45,607,47.4,-95.12,1,0,Corylus,cornuta,Corylus cornuta
1391,10,NA,NA,1996,47.400000_-95.120000_36_Treefall_0_Medium,36,23,47.4,-95.12,63,0,Acer,saccharum,Acer saccharum
1392,10,NA,NA,1992,47.400000_-95.120000_45_Treefall_0_Medium,45,1959,47.4,-95.12,2,0,Prunus,virginiana,Prunus virginiana
1393,10,NA,NA,1992,47.400000_-95.120000_45_Treefall_Base_Small,45,22,47.4,-95.12,6,0,Acer,rubrum,Acer rubrum
1394,10,NA,NA,1992,47.400000_-95.120000_45_Treefall_Base_Small,45,23,47.4,-95.12,9,0,Acer,saccharum,Acer saccharum
1395,10,NA,NA,1992,47.400000_-95.120000_45_Control_Base_Small,45,710,47.4,-95.12,1,0,Diervilla,lonicera,Diervilla lonicera
1396,10,NA,NA,1992,47.400000_-95.120000_40_Treefall_Base_Small,40,607,47.4,-95.12,3,0,Corylus,cornuta,Corylus cornuta
1397,10,NA,NA,1996,47.400000_-95.120000_36_Treefall_0_Small,36,2026,47.4,-95.12,1,0,Quercus,rubra,Quercus rubra
1398,10,NA,NA,1992,47.400000_-95.120000_45_Control_0_Medium,45,607,47.4,-95.12,1,0,Corylus,cornuta,Corylus cornuta
1399,10,NA,NA,1996,47.400000_-95.120000_36_Treefall_0_Small,36,23,47.4,-95.12,51,0,Acer,saccharum,Acer saccharum
1400,10,NA,NA,1992,47.400000_-95.120000_45_Control_0_Medium,45,1912,47.4,-95.12,5,0,Populus,sp,Populus sp
1401,10,NA,NA,1992,47.400000_-95.120000_40_Treefall_Base_Small,40,24,47.4,-95.12,1,0,Acer,spicatum,Acer spicatum
1402,10,NA,NA,1992,47.400000_-95.120000_45_Control_0_Small,45,605,47.4,-95.12,1,0,Cornus,rugosa,Cornus rugosa
1403,10,NA,NA,1992,47.400000_-95.120000_45_Treefall_0_Medium,45,23,47.4,-95.12,4,0,Acer,saccharum,Acer saccharum
1404,10,NA,NA,1992,47.400000_-95.120000_45_Control_0_Small,45,22,47.4,-95.12,17,0,Acer,rubrum,Acer rubrum
1405,10,NA,NA,1992,47.400000_-95.120000_45_Control_0_Small,45,1912,47.4,-95.12,2,0,Populus,sp,Populus sp
1406,10,NA,NA,1992,47.400000_-95.120000_45_Control_0_Medium,45,23,47.4,-95.12,1,0,Acer,saccharum,Acer saccharum
1407,18,NA,NA,1934,44.330000_-112.330000_13_34,13,1352,44.33,-112.33,10,0,Koeleria,macrantha,Koeleria macrantha
1408,18,NA,NA,1934,44.330000_-112.330000_21_34,21,546,44.33,-112.33,1,0,Chrysothamnus,viscidiflorus,Chrysothamnus viscidiflorus
1409,18,NA,NA,1934,44.330000_-112.330000_14_34,14,1969,44.33,-112.33,68,0,Pseudoroegneria,spicata,Pseudoroegneria spicata
1410,18,NA,NA,1934,44.330000_-112.330000_14_34,14,248,44.33,-112.33,3,0,Artemisia,tripartita,Artemisia tripartita
1411,18,NA,NA,1934,44.330000_-112.330000_13_34,13,1880,44.33,-112.33,11,0,Poa,secunda,Poa secunda
1412,18,NA,NA,1934,44.330000_-112.330000_21_34,21,246,44.33,-112.33,12,0,Arnica,fulgens,Arnica fulgens
1413,18,NA,NA,1934,44.330000_-112.330000_21_34,21,422,44.33,-112.33,18,0,Carex,douglasii,Carex douglasii
1414,18,NA,NA,1934,44.330000_-112.330000_13_34,13,1832,44.33,-112.33,30,0,Phlox,longifolia,Phlox longifolia
1415,18,NA,NA,1934,44.330000_-112.330000_21_34,21,317,44.33,-112.33,1,0,Balsamorhiza,sagittata,Balsamorhiza sagittata
1416,18,NA,NA,1934,44.330000_-112.330000_24_34,24,1214,44.33,-112.33,17,0,Hesperostipa,comata,Hesperostipa comata
1417,18,NA,NA,1934,44.330000_-112.330000_15_34,15,1424,44.33,-112.33,6,0,Linanthus,pungens,Linanthus pungens
1418,18,NA,NA,1934,44.330000_-112.330000_13_34,13,1831,44.33,-112.33,2,0,Phlox,hoodii,Phlox hoodii
1419,18,NA,NA,1934,44.330000_-112.330000_24_34,24,1880,44.33,-112.33,20,0,Poa,secunda,Poa secunda
1420,18,NA,NA,1934,44.330000_-112.330000_15_34,15,1214,44.33,-112.33,55,0,Hesperostipa,comata,Hesperostipa comata
1421,18,NA,NA,1934,44.330000_-112.330000_13_34,13,1969,44.33,-112.33,98,0,Pseudoroegneria,spicata,Pseudoroegneria spicata
1422,18,NA,NA,1934,44.330000_-112.330000_12_34,12,631,44.33,-112.33,1,0,Crepis,acuminata,Crepis acuminata
1423,18,NA,NA,1934,44.330000_-112.330000_13_34,13,118,44.33,-112.33,1,0,Allium,textile,Allium textile
1424,18,NA,NA,1934,44.330000_-112.330000_13_34,13,1214,44.33,-112.33,6,0,Hesperostipa,comata,Hesperostipa comata
1425,18,NA,NA,1937,44.330000_-112.330000_11_37,11,1793,44.33,-112.33,1,0,Penstemon,speciosus,Penstemon speciosus
1426,18,NA,NA,1934,44.330000_-112.330000_13_34,13,1793,44.33,-112.33,2,0,Penstemon,speciosus,Penstemon speciosus
1427,18,NA,NA,1937,44.330000_-112.330000_11_37,11,1880,44.33,-112.33,18,0,Poa,secunda,Poa secunda
1428,18,NA,NA,1937,44.330000_-112.330000_11_37,11,1969,44.33,-112.33,67,0,Pseudoroegneria,spicata,Pseudoroegneria spicata
1429,18,NA,NA,1937,44.330000_-112.330000_11_37,11,221,44.33,-112.33,3,0,Arabis,holboellii,Arabis holboellii
1430,18,NA,NA,1934,44.330000_-112.330000_24_34,24,1352,44.33,-112.33,41,0,Koeleria,macrantha,Koeleria macrantha
1431,18,NA,NA,1934,44.330000_-112.330000_14_34,14,30,44.33,-112.33,1,0,Achnatherum,hymenoides,Achnatherum hymenoides
1432,18,NA,NA,1934,44.330000_-112.330000_14_34,14,546,44.33,-112.33,2,0,Chrysothamnus,viscidiflorus,Chrysothamnus viscidiflorus
1433,18,NA,NA,1934,44.330000_-112.330000_13_34,13,248,44.33,-112.33,4,0,Artemisia,tripartita,Artemisia tripartita
1434,18,NA,NA,1934,44.330000_-112.330000_15_34,15,1352,44.33,-112.33,3,0,Koeleria,macrantha,Koeleria macrantha
1435,18,NA,NA,1934,44.330000_-112.330000_13_34,13,546,44.33,-112.33,5,0,Chrysothamnus,viscidiflorus,Chrysothamnus viscidiflorus
1436,18,NA,NA,1934,44.330000_-112.330000_13_34,13,631,44.33,-112.33,1,0,Crepis,acuminata,Crepis acuminata
1437,18,NA,NA,1934,44.330000_-112.330000_12_34,12,863,44.33,-112.33,4,0,Erigeron,corymbosus,Erigeron corymbosus
1438,18,NA,NA,1937,44.330000_-112.330000_12_37,12,1352,44.33,-112.33,10,0,Koeleria,macrantha,Koeleria macrantha
1439,18,NA,NA,1937,44.330000_-112.330000_11_37,11,1832,44.33,-112.33,28,0,Phlox,longifolia,Phlox longifolia
1440,18,NA,NA,1934,44.330000_-112.330000_21_34,21,248,44.33,-112.33,5,0,Artemisia,tripartita,Artemisia tripartita
1441,18,NA,NA,1934,44.330000_-112.330000_21_34,21,277,44.33,-112.33,2,0,Astragalus,lentiginosus,Astragalus lentiginosus
1442,18,NA,NA,1934,44.330000_-112.330000_14_34,14,1880,44.33,-112.33,15,0,Poa,secunda,Poa secunda
1443,18,NA,NA,1937,44.330000_-112.330000_11_37,11,248,44.33,-112.33,8,0,Artemisia,tripartita,Artemisia tripartita
1444,18,NA,NA,1937,44.330000_-112.330000_11_37,11,317,44.33,-112.33,1,0,Balsamorhiza,sagittata,Balsamorhiza sagittata
1445,18,NA,NA,1934,44.330000_-112.330000_13_34,13,2319,44.33,-112.33,2,0,Tetradymia,canescens,Tetradymia canescens
1446,18,NA,NA,1934,44.330000_-112.330000_24_34,24,1611,44.33,-112.33,1,0,Morphospecies,,Morphospecies 
1447,18,NA,NA,1934,44.330000_-112.330000_13_34,13,30,44.33,-112.33,4,0,Achnatherum,hymenoides,Achnatherum hymenoides
1448,18,NA,NA,1926,44.330000_-112.330000_13_26,13,1832,44.33,-112.33,8,0,Phlox,longifolia,Phlox longifolia
1449,18,NA,NA,1934,44.330000_-112.330000_24_34,24,1969,44.33,-112.33,45,0,Pseudoroegneria,spicata,Pseudoroegneria spicata
1450,18,NA,NA,1934,44.330000_-112.330000_15_34,15,1724,44.33,-112.33,1,0,Opuntia,polyacantha,Opuntia polyacantha
1451,18,NA,NA,1934,44.330000_-112.330000_15_34,15,1831,44.33,-112.33,4,0,Phlox,hoodii,Phlox hoodii
1452,18,NA,NA,1934,44.330000_-112.330000_13_34,13,827,44.33,-112.33,2,0,Elymus,albicans,Elymus albicans
1453,18,NA,NA,1934,44.330000_-112.330000_15_34,15,1880,44.33,-112.33,13,0,Poa,secunda,Poa secunda
1454,18,NA,NA,1934,44.330000_-112.330000_15_34,15,1969,44.33,-112.33,85,0,Pseudoroegneria,spicata,Pseudoroegneria spicata
1455,18,NA,NA,1934,44.330000_-112.330000_15_34,15,221,44.33,-112.33,2,0,Arabis,holboellii,Arabis holboellii
1456,18,NA,NA,1934,44.330000_-112.330000_11_34,11,1832,44.33,-112.33,14,0,Phlox,longifolia,Phlox longifolia
1457,18,NA,NA,1934,44.330000_-112.330000_11_34,11,1880,44.33,-112.33,8,0,Poa,secunda,Poa secunda
1458,18,NA,NA,1934,44.330000_-112.330000_24_34,24,1471,44.33,-112.33,2,0,Lomatium,triternatum,Lomatium triternatum
1459,18,NA,NA,1934,44.330000_-112.330000_22_34,22,275,44.33,-112.33,2,0,Astragalus,convallarius,Astragalus convallarius
1460,18,NA,NA,1934,44.330000_-112.330000_24_34,24,1831,44.33,-112.33,1,0,Phlox,hoodii,Phlox hoodii
1461,18,NA,NA,1934,44.330000_-112.330000_12_34,12,546,44.33,-112.33,2,0,Chrysothamnus,viscidiflorus,Chrysothamnus viscidiflorus
1462,18,NA,NA,1934,44.330000_-112.330000_15_34,15,828,44.33,-112.33,2,0,Elymus,elymoides,Elymus elymoides
1463,18,NA,NA,1934,44.330000_-112.330000_12_34,12,827,44.33,-112.33,26,0,Elymus,albicans,Elymus albicans
1464,18,NA,NA,1933,44.330000_-112.330000_3_33,3,30,44.33,-112.33,13,0,Achnatherum,hymenoides,Achnatherum hymenoides
1465,18,NA,NA,1933,44.330000_-112.330000_3_33,3,317,44.33,-112.33,2,0,Balsamorhiza,sagittata,Balsamorhiza sagittata
1466,18,NA,NA,1933,44.330000_-112.330000_3_33,3,381,44.33,-112.33,1,0,Calochortus,macrocarpus,Calochortus macrocarpus
1467,18,NA,NA,1933,44.330000_-112.330000_3_33,3,448,44.33,-112.33,3,0,Castilleja,angustifolia,Castilleja angustifolia
1468,18,NA,NA,1933,44.330000_-112.330000_3_33,3,631,44.33,-112.33,1,0,Crepis,acuminata,Crepis acuminata
1469,18,NA,NA,1933,44.330000_-112.330000_3_33,3,865,44.33,-112.33,14,0,Erigeron,engelmannii,Erigeron engelmannii
1470,18,NA,NA,1933,44.330000_-112.330000_3_33,3,871,44.33,-112.33,4,0,Eriogonum,microthecum,Eriogonum microthecum
1471,18,NA,NA,1933,44.330000_-112.330000_4_33,4,1352,44.33,-112.33,10,0,Koeleria,macrantha,Koeleria macrantha
1472,18,NA,NA,1937,44.330000_-112.330000_11_37,11,422,44.33,-112.33,1,0,Carex,douglasii,Carex douglasii
1473,18,NA,NA,1937,44.330000_-112.330000_11_37,11,546,44.33,-112.33,1,0,Chrysothamnus,viscidiflorus,Chrysothamnus viscidiflorus
1474,18,NA,NA,1937,44.330000_-112.330000_11_37,11,631,44.33,-112.33,8,0,Crepis,acuminata,Crepis acuminata
1475,18,NA,NA,1937,44.330000_-112.330000_11_37,11,865,44.33,-112.33,40,0,Erigeron,engelmannii,Erigeron engelmannii
1476,18,NA,NA,1937,44.330000_-112.330000_11_37,11,871,44.33,-112.33,3,0,Eriogonum,microthecum,Eriogonum microthecum
1477,18,NA,NA,1937,44.330000_-112.330000_12_37,12,1214,44.33,-112.33,1,0,Hesperostipa,comata,Hesperostipa comata
1478,18,NA,NA,1934,44.330000_-112.330000_21_34,21,1969,44.33,-112.33,76,0,Pseudoroegneria,spicata,Pseudoroegneria spicata
1479,18,NA,NA,1934,44.330000_-112.330000_21_34,21,2006,44.33,-112.33,2,0,Purshia,tridentata,Purshia tridentata
1480,18,NA,NA,1934,44.330000_-112.330000_14_34,14,1214,44.33,-112.33,3,0,Hesperostipa,comata,Hesperostipa comata
1481,18,NA,NA,1934,44.330000_-112.330000_14_34,14,1352,44.33,-112.33,3,0,Koeleria,macrantha,Koeleria macrantha
1482,18,NA,NA,1937,44.330000_-112.330000_1_37,1,116,44.33,-112.33,1,0,Allium,acuminatum,Allium acuminatum
1483,18,NA,NA,1937,44.330000_-112.330000_1_37,1,1214,44.33,-112.33,29,0,Hesperostipa,comata,Hesperostipa comata
1484,18,NA,NA,1937,44.330000_-112.330000_1_37,1,1470,44.33,-112.33,4,0,Lomatium,sp,Lomatium sp
1485,18,NA,NA,1937,44.330000_-112.330000_1_37,1,1831,44.33,-112.33,2,0,Phlox,hoodii,Phlox hoodii
1486,18,NA,NA,1937,44.330000_-112.330000_1_37,1,1832,44.33,-112.33,22,0,Phlox,longifolia,Phlox longifolia
1487,18,NA,NA,1937,44.330000_-112.330000_1_37,1,1880,44.33,-112.33,14,0,Poa,secunda,Poa secunda
1488,18,NA,NA,1934,44.330000_-112.330000_21_34,21,631,44.33,-112.33,3,0,Crepis,acuminata,Crepis acuminata
1489,18,NA,NA,1934,44.330000_-112.330000_21_34,21,827,44.33,-112.33,22,0,Elymus,albicans,Elymus albicans
1490,18,NA,NA,1934,44.330000_-112.330000_21_34,21,863,44.33,-112.33,8,0,Erigeron,corymbosus,Erigeron corymbosus
1491,18,NA,NA,1934,44.330000_-112.330000_21_34,21,865,44.33,-112.33,1,0,Erigeron,engelmannii,Erigeron engelmannii
1492,18,NA,NA,1934,44.330000_-112.330000_15_34,15,1832,44.33,-112.33,3,0,Phlox,longifolia,Phlox longifolia
1493,18,NA,NA,1934,44.330000_-112.330000_12_34,12,1352,44.33,-112.33,20,0,Koeleria,macrantha,Koeleria macrantha
1494,18,NA,NA,1934,44.330000_-112.330000_12_34,12,170,44.33,-112.33,1,0,Antennaria,sp,Antennaria sp
1495,18,NA,NA,1934,44.330000_-112.330000_12_34,12,1793,44.33,-112.33,1,0,Penstemon,speciosus,Penstemon speciosus
1496,18,NA,NA,1934,44.330000_-112.330000_12_34,12,1832,44.33,-112.33,14,0,Phlox,longifolia,Phlox longifolia
1497,18,NA,NA,1934,44.330000_-112.330000_12_34,12,1880,44.33,-112.33,12,0,Poa,secunda,Poa secunda
1498,18,NA,NA,1934,44.330000_-112.330000_12_34,12,1969,44.33,-112.33,24,0,Pseudoroegneria,spicata,Pseudoroegneria spicata
1499,18,NA,NA,1934,44.330000_-112.330000_12_34,12,2425,44.33,-112.33,2,0,Viola,praemorsa,Viola praemorsa
1500,18,NA,NA,1934,44.330000_-112.330000_12_34,12,248,44.33,-112.33,9,0,Artemisia,tripartita,Artemisia tripartita
1501,18,NA,NA,1934,44.330000_-112.330000_12_34,12,317,44.33,-112.33,2,0,Balsamorhiza,sagittata,Balsamorhiza sagittata
1502,18,NA,NA,1937,44.330000_-112.330000_11_37,11,1163,44.33,-112.33,1,0,Gutierrezia,sarothrae,Gutierrezia sarothrae
1503,18,NA,NA,1937,44.330000_-112.330000_11_37,11,1352,44.33,-112.33,1,0,Koeleria,macrantha,Koeleria macrantha
1504,18,NA,NA,1937,44.330000_-112.330000_11_37,11,1470,44.33,-112.33,2,0,Lomatium,sp,Lomatium sp
1505,18,NA,NA,1937,44.330000_-112.330000_11_37,11,170,44.33,-112.33,2,0,Antennaria,sp,Antennaria sp
1506,18,NA,NA,1934,44.330000_-112.330000_20_34,20,422,44.33,-112.33,38,0,Carex,douglasii,Carex douglasii
1507,18,NA,NA,1934,44.330000_-112.330000_20_34,20,546,44.33,-112.33,2,0,Chrysothamnus,viscidiflorus,Chrysothamnus viscidiflorus
1508,18,NA,NA,1934,44.330000_-112.330000_20_34,20,631,44.33,-112.33,2,0,Crepis,acuminata,Crepis acuminata
1509,18,NA,NA,1934,44.330000_-112.330000_20_34,20,827,44.33,-112.33,27,0,Elymus,albicans,Elymus albicans
1510,18,NA,NA,1934,44.330000_-112.330000_20_34,20,863,44.33,-112.33,1,0,Erigeron,corymbosus,Erigeron corymbosus
1511,18,NA,NA,1934,44.330000_-112.330000_21_34,21,1163,44.33,-112.33,1,0,Gutierrezia,sarothrae,Gutierrezia sarothrae
1512,18,NA,NA,1933,44.330000_-112.330000_4_33,4,1611,44.33,-112.33,1,0,Morphospecies,,Morphospecies 
1513,18,NA,NA,1934,44.330000_-112.330000_21_34,21,1352,44.33,-112.33,4,0,Koeleria,macrantha,Koeleria macrantha
1514,18,NA,NA,1934,44.330000_-112.330000_21_34,21,1611,44.33,-112.33,1,0,Morphospecies,,Morphospecies 
1515,18,NA,NA,1934,44.330000_-112.330000_21_34,21,170,44.33,-112.33,5,0,Antennaria,sp,Antennaria sp
1516,18,NA,NA,1934,44.330000_-112.330000_21_34,21,1832,44.33,-112.33,33,0,Phlox,longifolia,Phlox longifolia
1517,18,NA,NA,1934,44.330000_-112.330000_21_34,21,1880,44.33,-112.33,2,0,Poa,secunda,Poa secunda
1518,18,NA,NA,1933,44.330000_-112.330000_4_33,4,248,44.33,-112.33,2,0,Artemisia,tripartita,Artemisia tripartita
1519,18,NA,NA,1933,44.330000_-112.330000_4_33,4,277,44.33,-112.33,7,0,Astragalus,lentiginosus,Astragalus lentiginosus
1520,18,NA,NA,1934,44.330000_-112.330000_21_34,21,221,44.33,-112.33,1,0,Arabis,holboellii,Arabis holboellii
1521,18,NA,NA,1934,44.330000_-112.330000_21_34,21,2425,44.33,-112.33,2,0,Viola,praemorsa,Viola praemorsa
1522,18,NA,NA,1934,44.330000_-112.330000_23_34,23,863,44.33,-112.33,17,0,Erigeron,corymbosus,Erigeron corymbosus
1523,18,NA,NA,1934,44.330000_-112.330000_24_34,24,1163,44.33,-112.33,1,0,Gutierrezia,sarothrae,Gutierrezia sarothrae
1524,18,NA,NA,1926,44.330000_-112.330000_13_26,13,1214,44.33,-112.33,2,0,Hesperostipa,comata,Hesperostipa comata
1525,18,NA,NA,1926,44.330000_-112.330000_13_26,13,1470,44.33,-112.33,1,0,Lomatium,sp,Lomatium sp
1526,18,NA,NA,1926,44.330000_-112.330000_13_26,13,1611,44.33,-112.33,4,0,Morphospecies,,Morphospecies 
1527,18,NA,NA,1926,44.330000_-112.330000_13_26,13,1623,44.33,-112.33,5,0,Morphospecies,grass,Morphospecies grass
1528,18,NA,NA,1926,44.330000_-112.330000_13_26,13,1831,44.33,-112.33,1,0,Phlox,hoodii,Phlox hoodii
1529,18,NA,NA,1937,44.330000_-112.330000_21_37,21,277,44.33,-112.33,1,0,Astragalus,lentiginosus,Astragalus lentiginosus
1530,18,NA,NA,1926,44.330000_-112.330000_13_26,13,1880,44.33,-112.33,11,0,Poa,secunda,Poa secunda
1531,18,NA,NA,1934,44.330000_-112.330000_24_34,24,248,44.33,-112.33,10,0,Artemisia,tripartita,Artemisia tripartita
1532,18,NA,NA,1934,44.330000_-112.330000_22_34,22,1471,44.33,-112.33,3,0,Lomatium,triternatum,Lomatium triternatum
1533,18,NA,NA,1934,44.330000_-112.330000_22_34,22,1485,44.33,-112.33,5,0,Lupinus,caudatus,Lupinus caudatus
1534,18,NA,NA,1934,44.330000_-112.330000_22_34,22,1611,44.33,-112.33,1,0,Morphospecies,,Morphospecies 
1535,18,NA,NA,1934,44.330000_-112.330000_22_34,22,170,44.33,-112.33,2,0,Antennaria,sp,Antennaria sp
1536,18,NA,NA,1934,44.330000_-112.330000_22_34,22,1832,44.33,-112.33,1,0,Phlox,longifolia,Phlox longifolia
1537,18,NA,NA,1934,44.330000_-112.330000_22_34,22,1880,44.33,-112.33,24,0,Poa,secunda,Poa secunda
1538,18,NA,NA,1934,44.330000_-112.330000_22_34,22,1969,44.33,-112.33,14,0,Pseudoroegneria,spicata,Pseudoroegneria spicata
1539,18,NA,NA,1934,44.330000_-112.330000_22_34,22,246,44.33,-112.33,1,0,Arnica,fulgens,Arnica fulgens
1540,18,NA,NA,1934,44.330000_-112.330000_22_34,22,248,44.33,-112.33,11,0,Artemisia,tripartita,Artemisia tripartita
1541,18,NA,NA,1937,44.330000_-112.330000_20_37,20,1611,44.33,-112.33,1,0,Morphospecies,,Morphospecies 
1542,18,NA,NA,1934,44.330000_-112.330000_22_34,22,317,44.33,-112.33,1,0,Balsamorhiza,sagittata,Balsamorhiza sagittata
1543,18,NA,NA,1934,44.330000_-112.330000_22_34,22,381,44.33,-112.33,1,0,Calochortus,macrocarpus,Calochortus macrocarpus
1544,18,NA,NA,1934,44.330000_-112.330000_22_34,22,422,44.33,-112.33,11,0,Carex,douglasii,Carex douglasii
1545,18,NA,NA,1934,44.330000_-112.330000_22_34,22,631,44.33,-112.33,5,0,Crepis,acuminata,Crepis acuminata
1546,18,NA,NA,1934,44.330000_-112.330000_22_34,22,827,44.33,-112.33,11,0,Elymus,albicans,Elymus albicans
1547,18,NA,NA,1934,44.330000_-112.330000_22_34,22,85,44.33,-112.33,3,0,Agoseris,taraxacifolia,Agoseris taraxacifolia
1548,18,NA,NA,1934,44.330000_-112.330000_22_34,22,863,44.33,-112.33,22,0,Erigeron,corymbosus,Erigeron corymbosus
1549,18,NA,NA,1934,44.330000_-112.330000_23_34,23,1163,44.33,-112.33,1,0,Gutierrezia,sarothrae,Gutierrezia sarothrae
1550,18,NA,NA,1934,44.330000_-112.330000_23_34,23,1352,44.33,-112.33,18,0,Koeleria,macrantha,Koeleria macrantha
1551,18,NA,NA,1934,44.330000_-112.330000_23_34,23,1471,44.33,-112.33,1,0,Lomatium,triternatum,Lomatium triternatum
1552,18,NA,NA,1934,44.330000_-112.330000_21_34,21,1182,44.33,-112.33,1,0,Hackelia,patens,Hackelia patens
1553,18,NA,NA,1934,44.330000_-112.330000_23_34,23,1880,44.33,-112.33,10,0,Poa,secunda,Poa secunda
1554,18,NA,NA,1933,44.330000_-112.330000_4_33,4,1831,44.33,-112.33,15,0,Phlox,hoodii,Phlox hoodii
1555,18,NA,NA,1933,44.330000_-112.330000_4_33,4,1832,44.33,-112.33,1,0,Phlox,longifolia,Phlox longifolia
1556,18,NA,NA,1933,44.330000_-112.330000_4_33,4,1969,44.33,-112.33,120,0,Pseudoroegneria,spicata,Pseudoroegneria spicata
1557,18,NA,NA,1933,44.330000_-112.330000_4_33,4,2319,44.33,-112.33,5,0,Tetradymia,canescens,Tetradymia canescens
1558,18,NA,NA,1934,44.330000_-112.330000_10_34,10,864,44.33,-112.33,2,0,Erigeron,eatonii,Erigeron eatonii
1559,18,NA,NA,1934,44.330000_-112.330000_11_34,11,1163,44.33,-112.33,1,0,Gutierrezia,sarothrae,Gutierrezia sarothrae
1560,18,NA,NA,1934,44.330000_-112.330000_11_34,11,1214,44.33,-112.33,3,0,Hesperostipa,comata,Hesperostipa comata
1561,18,NA,NA,1934,44.330000_-112.330000_11_34,11,1352,44.33,-112.33,5,0,Koeleria,macrantha,Koeleria macrantha
1562,18,NA,NA,1934,44.330000_-112.330000_11_34,11,1470,44.33,-112.33,4,0,Lomatium,sp,Lomatium sp
1563,18,NA,NA,1934,44.330000_-112.330000_11_34,11,170,44.33,-112.33,7,0,Antennaria,sp,Antennaria sp
1564,18,NA,NA,1936,44.330000_-112.330000_5_36,5,631,44.33,-112.33,1,0,Crepis,acuminata,Crepis acuminata
1565,18,NA,NA,1936,44.330000_-112.330000_5_36,5,871,44.33,-112.33,1,0,Eriogonum,microthecum,Eriogonum microthecum
1566,18,NA,NA,1934,44.330000_-112.330000_11_34,11,1969,44.33,-112.33,65,0,Pseudoroegneria,spicata,Pseudoroegneria spicata
1567,18,NA,NA,1934,44.330000_-112.330000_11_34,11,221,44.33,-112.33,2,0,Arabis,holboellii,Arabis holboellii
1568,18,NA,NA,1934,44.330000_-112.330000_11_34,11,248,44.33,-112.33,2,0,Artemisia,tripartita,Artemisia tripartita
1569,18,NA,NA,1934,44.330000_-112.330000_11_34,11,30,44.33,-112.33,1,0,Achnatherum,hymenoides,Achnatherum hymenoides
1570,18,NA,NA,1934,44.330000_-112.330000_11_34,11,317,44.33,-112.33,2,0,Balsamorhiza,sagittata,Balsamorhiza sagittata
1571,18,NA,NA,1934,44.330000_-112.330000_11_34,11,865,44.33,-112.33,4,0,Erigeron,engelmannii,Erigeron engelmannii
1572,18,NA,NA,1934,44.330000_-112.330000_11_34,11,871,44.33,-112.33,4,0,Eriogonum,microthecum,Eriogonum microthecum
1573,18,NA,NA,1934,44.330000_-112.330000_12_34,12,1214,44.33,-112.33,2,0,Hesperostipa,comata,Hesperostipa comata
1574,18,NA,NA,1936,44.330000_-112.330000_6_36,6,1969,44.33,-112.33,207,0,Pseudoroegneria,spicata,Pseudoroegneria spicata
1575,18,NA,NA,1936,44.330000_-112.330000_6_36,6,221,44.33,-112.33,1,0,Arabis,holboellii,Arabis holboellii
1576,18,NA,NA,1936,44.330000_-112.330000_6_36,6,248,44.33,-112.33,9,0,Artemisia,tripartita,Artemisia tripartita
1577,18,NA,NA,1936,44.330000_-112.330000_6_36,6,280,44.33,-112.33,6,0,Astragalus,sp,Astragalus sp
1578,18,NA,NA,1936,44.330000_-112.330000_6_36,6,30,44.33,-112.33,1,0,Achnatherum,hymenoides,Achnatherum hymenoides
1579,18,NA,NA,1936,44.330000_-112.330000_6_36,6,317,44.33,-112.33,14,0,Balsamorhiza,sagittata,Balsamorhiza sagittata
1580,18,NA,NA,1936,44.330000_-112.330000_6_36,6,448,44.33,-112.33,1,0,Castilleja,angustifolia,Castilleja angustifolia
1581,18,NA,NA,1936,44.330000_-112.330000_6_36,6,631,44.33,-112.33,13,0,Crepis,acuminata,Crepis acuminata
1582,18,NA,NA,1936,44.330000_-112.330000_6_36,6,865,44.33,-112.33,5,0,Erigeron,engelmannii,Erigeron engelmannii
1583,18,NA,NA,1934,44.330000_-112.330000_20_34,20,246,44.33,-112.33,1,0,Arnica,fulgens,Arnica fulgens
